"STATISTIC","Statistic","TLIST(A1)","Year","C02076V02508","Age","C02447V03042","School Programme","UNIT","VALUE"
"EDA42","Primary Pupils","2017","2017","008","8 years","110","All first level education institutions aided by the Department of Education and Skills","Number","73215"
"EDA42","Primary Pupils","2017","2017","008","8 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2017","2017","008","8 years","112","Senior infants","Number","14"
"EDA42","Primary Pupils","2017","2017","008","8 years","113","1st class","Number","944"
"EDA42","Primary Pupils","2017","2017","008","8 years","114","2nd class","Number","46667"
"EDA42","Primary Pupils","2017","2017","008","8 years","115","3rd class","Number","24564"
"EDA42","Primary Pupils","2017","2017","008","8 years","116","4th class","Number","9"
"EDA42","Primary Pupils","2017","2017","008","8 years","117","5th class","Number",""
"EDA42","Primary Pupils","2017","2017","008","8 years","118","6th class","Number",""
"EDA42","Primary Pupils","2017","2017","008","8 years","121","Pupils with special needs in mainstream national schools","Number","548"
"EDA42","Primary Pupils","2017","2017","008","8 years","122","Pupils in special national schools","Number","469"
"EDA42","Primary Pupils","2017","2017","008","8 years","130","Pupils in private primary schools","Number","455"
"EDA42","Primary Pupils","2017","2017","009","9 years","1","All first level school programmes","Number","70989"
"EDA42","Primary Pupils","2017","2017","009","9 years","11","All mainstream national school programmes","Number","69454"
"EDA42","Primary Pupils","2017","2017","009","9 years","110","All first level education institutions aided by the Department of Education and Skills","Number","70467"
"EDA42","Primary Pupils","2017","2017","009","9 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2017","2017","009","9 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2017","2017","009","9 years","113","1st class","Number","13"
"EDA42","Primary Pupils","2017","2017","009","9 years","114","2nd class","Number","925"
"EDA42","Primary Pupils","2017","2017","009","9 years","115","3rd class","Number","44463"
"EDA42","Primary Pupils","2017","2017","009","9 years","116","4th class","Number","24043"
"EDA42","Primary Pupils","2017","2017","009","9 years","117","5th class","Number","10"
"EDA42","Primary Pupils","2017","2017","009","9 years","118","6th class","Number",""
"EDA42","Primary Pupils","2017","2017","009","9 years","121","Pupils with special needs in mainstream national schools","Number","478"
"EDA42","Primary Pupils","2017","2017","009","9 years","122","Pupils in special national schools","Number","535"
"EDA42","Primary Pupils","2017","2017","009","9 years","130","Pupils in private primary schools","Number","522"
"EDA42","Primary Pupils","2017","2017","010","10 years","1","All first level school programmes","Number","66677"
"EDA42","Primary Pupils","2017","2017","010","10 years","11","All mainstream national school programmes","Number","65131"
"EDA42","Primary Pupils","2017","2017","010","10 years","110","All first level education institutions aided by the Department of Education and Skills","Number","66131"
"EDA42","Primary Pupils","2017","2017","010","10 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2017","2017","010","10 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2017","2017","010","10 years","113","1st class","Number",""
"EDA42","Primary Pupils","2017","2017","010","10 years","114","2nd class","Number","19"
"EDA42","Primary Pupils","2017","2017","010","10 years","115","3rd class","Number","899"
"EDA42","Primary Pupils","2017","2017","010","10 years","116","4th class","Number","41857"
"EDA42","Primary Pupils","2017","2017","010","10 years","117","5th class","Number","22349"
"EDA42","Primary Pupils","2017","2017","010","10 years","118","6th class","Number","7"
"EDA42","Primary Pupils","2017","2017","010","10 years","121","Pupils with special needs in mainstream national schools","Number","434"
"EDA42","Primary Pupils","2017","2017","010","10 years","122","Pupils in special national schools","Number","566"
"EDA42","Primary Pupils","2017","2017","010","10 years","130","Pupils in private primary schools","Number","546"
"EDA42","Primary Pupils","2017","2017","011","11 years","1","All first level school programmes","Number","64392"
"EDA42","Primary Pupils","2017","2017","011","11 years","11","All mainstream national school programmes","Number","62939"
"EDA42","Primary Pupils","2017","2017","011","11 years","110","All first level education institutions aided by the Department of Education and Skills","Number","63859"
"EDA42","Primary Pupils","2017","2017","011","11 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2017","2017","011","11 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2017","2017","011","11 years","113","1st class","Number",""
"EDA42","Primary Pupils","2017","2017","011","11 years","114","2nd class","Number","2"
"EDA42","Primary Pupils","2017","2017","011","11 years","115","3rd class","Number","19"
"EDA42","Primary Pupils","2017","2017","011","11 years","116","4th class","Number","1012"
"EDA42","Primary Pupils","2017","2017","011","11 years","117","5th class","Number","39436"
"EDA42","Primary Pupils","2017","2017","011","11 years","118","6th class","Number","22470"
"EDA42","Primary Pupils","2017","2017","011","11 years","121","Pupils with special needs in mainstream national schools","Number","372"
"EDA42","Primary Pupils","2017","2017","011","11 years","122","Pupils in special national schools","Number","548"
"EDA42","Primary Pupils","2017","2017","011","11 years","130","Pupils in private primary schools","Number","533"
"EDA42","Primary Pupils","2017","2017","012","12 years","1","All first level school programmes","Number","42052"
"EDA42","Primary Pupils","2017","2017","012","12 years","11","All mainstream national school programmes","Number","40815"
"EDA42","Primary Pupils","2017","2017","012","12 years","110","All first level education institutions aided by the Department of Education and Skills","Number","41653"
"EDA42","Primary Pupils","2017","2017","012","12 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2017","2017","012","12 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2017","2017","012","12 years","113","1st class","Number",""
"EDA42","Primary Pupils","2017","2017","012","12 years","114","2nd class","Number",""
"EDA42","Primary Pupils","2017","2017","012","12 years","115","3rd class","Number","2"
"EDA42","Primary Pupils","2017","2017","012","12 years","116","4th class","Number","16"
"EDA42","Primary Pupils","2017","2017","012","12 years","117","5th class","Number","1195"
"EDA42","Primary Pupils","2017","2017","012","12 years","118","6th class","Number","39602"
"EDA42","Primary Pupils","2017","2017","012","12 years","121","Pupils with special needs in mainstream national schools","Number","301"
"EDA42","Primary Pupils","2017","2017","012","12 years","122","Pupils in special national schools","Number","537"
"EDA42","Primary Pupils","2017","2017","012","12 years","130","Pupils in private primary schools","Number","399"
"EDA42","Primary Pupils","2017","2017","013","13 years","1","All first level school programmes","Number","1967"
"EDA42","Primary Pupils","2017","2017","013","13 years","11","All mainstream national school programmes","Number","1200"
"EDA42","Primary Pupils","2017","2017","013","13 years","110","All first level education institutions aided by the Department of Education and Skills","Number","1954"
"EDA42","Primary Pupils","2017","2017","013","13 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2017","2017","013","13 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2017","2017","013","13 years","113","1st class","Number",""
"EDA42","Primary Pupils","2017","2017","013","13 years","114","2nd class","Number",""
"EDA42","Primary Pupils","2017","2017","013","13 years","115","3rd class","Number",""
"EDA42","Primary Pupils","2017","2017","013","13 years","116","4th class","Number",""
"EDA42","Primary Pupils","2017","2017","013","13 years","117","5th class","Number","16"
"EDA42","Primary Pupils","2017","2017","013","13 years","118","6th class","Number","1184"
"EDA42","Primary Pupils","2017","2017","013","13 years","121","Pupils with special needs in mainstream national schools","Number","54"
"EDA42","Primary Pupils","2017","2017","013","13 years","122","Pupils in special national schools","Number","700"
"EDA42","Primary Pupils","2017","2017","013","13 years","130","Pupils in private primary schools","Number","13"
"EDA42","Primary Pupils","2017","2017","237","4 years and under","1","All first level school programmes","Number","20264"
"EDA42","Primary Pupils","2017","2017","237","4 years and under","11","All mainstream national school programmes","Number","18650"
"EDA42","Primary Pupils","2017","2017","237","4 years and under","110","All first level education institutions aided by the Department of Education and Skills","Number","19565"
"EDA42","Primary Pupils","2017","2017","237","4 years and under","111","Junior infants","Number","18650"
"EDA42","Primary Pupils","2017","2017","237","4 years and under","112","Senior infants","Number",""
"EDA42","Primary Pupils","2017","2017","237","4 years and under","113","1st class","Number",""
"EDA42","Primary Pupils","2017","2017","237","4 years and under","114","2nd class","Number",""
"EDA42","Primary Pupils","2017","2017","237","4 years and under","115","3rd class","Number",""
"EDA42","Primary Pupils","2017","2017","237","4 years and under","116","4th class","Number",""
"EDA42","Primary Pupils","2017","2017","237","4 years and under","117","5th class","Number",""
"EDA42","Primary Pupils","2017","2017","237","4 years and under","118","6th class","Number",""
"EDA42","Primary Pupils","2017","2017","237","4 years and under","121","Pupils with special needs in mainstream national schools","Number","584"
"EDA42","Primary Pupils","2017","2017","237","4 years and under","122","Pupils in special national schools","Number","331"
"EDA42","Primary Pupils","2017","2017","237","4 years and under","130","Pupils in private primary schools","Number","699"
"EDA42","Primary Pupils","2017","2017","283","14 years and over","1","All first level school programmes","Number","3348"
"EDA42","Primary Pupils","2017","2017","283","14 years and over","11","All mainstream national school programmes","Number","18"
"EDA42","Primary Pupils","2017","2017","283","14 years and over","110","All first level education institutions aided by the Department of Education and Skills","Number","3348"
"EDA42","Primary Pupils","2017","2017","283","14 years and over","111","Junior infants","Number",""
"EDA42","Primary Pupils","2017","2017","283","14 years and over","112","Senior infants","Number",""
"EDA42","Primary Pupils","2017","2017","283","14 years and over","113","1st class","Number",""
"EDA42","Primary Pupils","2017","2017","283","14 years and over","114","2nd class","Number",""
"EDA42","Primary Pupils","2017","2017","283","14 years and over","115","3rd class","Number",""
"EDA42","Primary Pupils","2017","2017","283","14 years and over","116","4th class","Number",""
"EDA42","Primary Pupils","2017","2017","283","14 years and over","117","5th class","Number","1"
"EDA42","Primary Pupils","2017","2017","283","14 years and over","118","6th class","Number","17"
"EDA42","Primary Pupils","2017","2017","283","14 years and over","121","Pupils with special needs in mainstream national schools","Number","14"
"EDA42","Primary Pupils","2017","2017","283","14 years and over","122","Pupils in special national schools","Number","3316"
"EDA42","Primary Pupils","2017","2017","283","14 years and over","130","Pupils in private primary schools","Number",""
"EDA42","Primary Pupils","2017","2017","-","All ages","1","All first level school programmes","Number","562724"
"EDA42","Primary Pupils","2017","2017","-","All ages","11","All mainstream national school programmes","Number","545364"
"EDA42","Primary Pupils","2017","2017","-","All ages","110","All first level education institutions aided by the Department of Education and Skills","Number","558314"
"EDA42","Primary Pupils","2017","2017","-","All ages","111","Junior infants","Number","68438"
"EDA42","Primary Pupils","2017","2017","-","All ages","112","Senior infants","Number","71270"
"EDA42","Primary Pupils","2017","2017","-","All ages","113","1st class","Number","71027"
"EDA42","Primary Pupils","2017","2017","-","All ages","114","2nd class","Number","71451"
"EDA42","Primary Pupils","2017","2017","-","All ages","115","3rd class","Number","69954"
"EDA42","Primary Pupils","2017","2017","-","All ages","116","4th class","Number","66937"
"EDA42","Primary Pupils","2017","2017","-","All ages","117","5th class","Number","63007"
"EDA42","Primary Pupils","2017","2017","-","All ages","118","6th class","Number","63280"
"EDA42","Primary Pupils","2017","2017","-","All ages","121","Pupils with special needs in mainstream national schools","Number","4836"
"EDA42","Primary Pupils","2017","2017","-","All ages","122","Pupils in special national schools","Number","8114"
"EDA42","Primary Pupils","2017","2017","-","All ages","130","Pupils in private primary schools","Number","4410"
"EDA42","Primary Pupils","2018","2018","005","5 years","1","All first level school programmes","Number","70443"
"EDA42","Primary Pupils","2018","2018","005","5 years","11","All mainstream national school programmes","Number","69000"
"EDA42","Primary Pupils","2018","2018","005","5 years","110","All first level education institutions aided by the Department of Education and Skills","Number","70035"
"EDA42","Primary Pupils","2018","2018","005","5 years","111","Junior infants","Number","50933"
"EDA42","Primary Pupils","2018","2018","005","5 years","112","Senior infants","Number","18067"
"EDA42","Primary Pupils","2018","2018","005","5 years","113","1st class","Number",""
"EDA42","Primary Pupils","2018","2018","005","5 years","114","2nd class","Number",""
"EDA42","Primary Pupils","2018","2018","005","5 years","115","3rd class","Number",""
"EDA42","Primary Pupils","2018","2018","005","5 years","116","4th class","Number",""
"EDA42","Primary Pupils","2018","2018","005","5 years","117","5th class","Number",""
"EDA42","Primary Pupils","2018","2018","005","5 years","118","6th class","Number",""
"EDA42","Primary Pupils","2018","2018","005","5 years","121","Pupils with special needs in mainstream national schools","Number","749"
"EDA42","Primary Pupils","2018","2018","005","5 years","122","Pupils in special national schools","Number","286"
"EDA42","Primary Pupils","2018","2018","005","5 years","130","Pupils in private primary schools","Number","408"
"EDA42","Primary Pupils","2018","2018","006","6 years","1","All first level school programmes","Number","73339"
"EDA42","Primary Pupils","2018","2018","006","6 years","11","All mainstream national school programmes","Number","71685"
"EDA42","Primary Pupils","2018","2018","006","6 years","110","All first level education institutions aided by the Department of Education and Skills","Number","72888"
"EDA42","Primary Pupils","2018","2018","006","6 years","111","Junior infants","Number","1076"
"EDA42","Primary Pupils","2018","2018","006","6 years","112","Senior infants","Number","49256"
"EDA42","Primary Pupils","2018","2018","006","6 years","113","1st class","Number","21349"
"EDA42","Primary Pupils","2018","2018","006","6 years","114","2nd class","Number","4"
"EDA42","Primary Pupils","2018","2018","006","6 years","115","3rd class","Number",""
"EDA42","Primary Pupils","2018","2018","006","6 years","116","4th class","Number",""
"EDA42","Primary Pupils","2018","2018","006","6 years","117","5th class","Number",""
"EDA42","Primary Pupils","2018","2018","006","6 years","118","6th class","Number",""
"EDA42","Primary Pupils","2018","2018","006","6 years","121","Pupils with special needs in mainstream national schools","Number","840"
"EDA42","Primary Pupils","2018","2018","006","6 years","122","Pupils in special national schools","Number","363"
"EDA42","Primary Pupils","2018","2018","006","6 years","130","Pupils in private primary schools","Number","451"
"EDA42","Primary Pupils","2018","2018","007","7 years","1","All first level school programmes","Number","73804"
"EDA42","Primary Pupils","2018","2018","007","7 years","11","All mainstream national school programmes","Number","72251"
"EDA42","Primary Pupils","2018","2018","007","7 years","110","All first level education institutions aided by the Department of Education and Skills","Number","73392"
"EDA42","Primary Pupils","2018","2018","007","7 years","111","Junior infants","Number","11"
"EDA42","Primary Pupils","2018","2018","007","7 years","112","Senior infants","Number","1072"
"EDA42","Primary Pupils","2018","2018","007","7 years","113","1st class","Number","48707"
"EDA42","Primary Pupils","2018","2018","007","7 years","114","2nd class","Number","22455"
"EDA42","Primary Pupils","2018","2018","007","7 years","115","3rd class","Number","6"
"EDA42","Primary Pupils","2018","2018","007","7 years","116","4th class","Number",""
"EDA42","Primary Pupils","2018","2018","007","7 years","117","5th class","Number",""
"EDA42","Primary Pupils","2018","2018","007","7 years","118","6th class","Number",""
"EDA42","Primary Pupils","2018","2018","007","7 years","121","Pupils with special needs in mainstream national schools","Number","714"
"EDA42","Primary Pupils","2018","2018","007","7 years","122","Pupils in special national schools","Number","427"
"EDA42","Primary Pupils","2018","2018","007","7 years","130","Pupils in private primary schools","Number","412"
"EDA42","Primary Pupils","2018","2018","008","8 years","1","All first level school programmes","Number","73805"
"EDA42","Primary Pupils","2018","2018","008","8 years","11","All mainstream national school programmes","Number","72184"
"EDA42","Primary Pupils","2018","2018","008","8 years","110","All first level education institutions aided by the Department of Education and Skills","Number","73342"
"EDA42","Primary Pupils","2018","2018","008","8 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2018","2018","008","8 years","112","Senior infants","Number","20"
"EDA42","Primary Pupils","2018","2018","008","8 years","113","1st class","Number","1006"
"EDA42","Primary Pupils","2018","2018","008","8 years","114","2nd class","Number","47466"
"EDA42","Primary Pupils","2018","2018","008","8 years","115","3rd class","Number","23685"
"EDA42","Primary Pupils","2018","2018","008","8 years","116","4th class","Number","7"
"EDA42","Primary Pupils","2018","2018","008","8 years","117","5th class","Number",""
"EDA42","Primary Pupils","2018","2018","008","8 years","118","6th class","Number",""
"EDA42","Primary Pupils","2018","2018","008","8 years","121","Pupils with special needs in mainstream national schools","Number","697"
"EDA42","Primary Pupils","2018","2018","008","8 years","122","Pupils in special national schools","Number","461"
"EDA42","Primary Pupils","2018","2018","008","8 years","130","Pupils in private primary schools","Number","463"
"EDA42","Primary Pupils","2018","2018","009","9 years","1","All first level school programmes","Number","73830"
"EDA42","Primary Pupils","2018","2018","009","9 years","11","All mainstream national school programmes","Number","72212"
"EDA42","Primary Pupils","2018","2018","009","9 years","110","All first level education institutions aided by the Department of Education and Skills","Number","73342"
"EDA42","Primary Pupils","2018","2018","009","9 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2018","2018","009","9 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2018","2018","009","9 years","113","1st class","Number","16"
"EDA42","Primary Pupils","2018","2018","009","9 years","114","2nd class","Number","972"
"EDA42","Primary Pupils","2018","2018","009","9 years","115","3rd class","Number","46734"
"EDA42","Primary Pupils","2018","2018","009","9 years","116","4th class","Number","24483"
"EDA42","Primary Pupils","2018","2018","009","9 years","117","5th class","Number","7"
"EDA42","Primary Pupils","2018","2018","009","9 years","118","6th class","Number",""
"EDA42","Primary Pupils","2018","2018","009","9 years","121","Pupils with special needs in mainstream national schools","Number","575"
"EDA42","Primary Pupils","2018","2018","009","9 years","122","Pupils in special national schools","Number","555"
"EDA42","Primary Pupils","2018","2018","009","9 years","130","Pupils in private primary schools","Number","488"
"EDA42","Primary Pupils","2018","2018","010","10 years","1","All first level school programmes","Number","71163"
"EDA42","Primary Pupils","2018","2018","010","10 years","11","All mainstream national school programmes","Number","69534"
"EDA42","Primary Pupils","2018","2018","010","10 years","110","All first level education institutions aided by the Department of Education and Skills","Number","70659"
"EDA42","Primary Pupils","2018","2018","010","10 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2018","2018","010","10 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2018","2018","010","10 years","113","1st class","Number",""
"EDA42","Primary Pupils","2018","2018","010","10 years","114","2nd class","Number","13"
"EDA42","Primary Pupils","2018","2018","010","10 years","115","3rd class","Number","960"
"EDA42","Primary Pupils","2018","2018","010","10 years","116","4th class","Number","44630"
"EDA42","Primary Pupils","2018","2018","010","10 years","117","5th class","Number","23920"
"EDA42","Primary Pupils","2018","2018","010","10 years","118","6th class","Number","11"
"EDA42","Primary Pupils","2018","2018","010","10 years","121","Pupils with special needs in mainstream national schools","Number","515"
"EDA42","Primary Pupils","2018","2018","010","10 years","122","Pupils in special national schools","Number","610"
"EDA42","Primary Pupils","2018","2018","010","10 years","130","Pupils in private primary schools","Number","504"
"EDA42","Primary Pupils","2018","2018","011","11 years","1","All first level school programmes","Number","66897"
"EDA42","Primary Pupils","2018","2018","011","11 years","11","All mainstream national school programmes","Number","65351"
"EDA42","Primary Pupils","2018","2018","011","11 years","110","All first level education institutions aided by the Department of Education and Skills","Number","66417"
"EDA42","Primary Pupils","2018","2018","011","11 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2018","2018","011","11 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2018","2018","011","11 years","113","1st class","Number",""
"EDA42","Primary Pupils","2018","2018","011","11 years","114","2nd class","Number",""
"EDA42","Primary Pupils","2018","2018","011","11 years","115","3rd class","Number","18"
"EDA42","Primary Pupils","2018","2018","011","11 years","116","4th class","Number","918"
"EDA42","Primary Pupils","2018","2018","011","11 years","117","5th class","Number","42112"
"EDA42","Primary Pupils","2018","2018","011","11 years","118","6th class","Number","22303"
"EDA42","Primary Pupils","2018","2018","011","11 years","121","Pupils with special needs in mainstream national schools","Number","468"
"EDA42","Primary Pupils","2018","2018","011","11 years","122","Pupils in special national schools","Number","598"
"EDA42","Primary Pupils","2018","2018","011","11 years","130","Pupils in private primary schools","Number","480"
"EDA42","Primary Pupils","2018","2018","012","12 years","1","All first level school programmes","Number","41783"
"EDA42","Primary Pupils","2018","2018","012","12 years","11","All mainstream national school programmes","Number","40558"
"EDA42","Primary Pupils","2018","2018","012","12 years","110","All first level education institutions aided by the Department of Education and Skills","Number","41456"
"EDA42","Primary Pupils","2018","2018","012","12 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2018","2018","012","12 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2018","2018","012","12 years","113","1st class","Number",""
"EDA42","Primary Pupils","2018","2018","012","12 years","114","2nd class","Number",""
"EDA42","Primary Pupils","2018","2018","012","12 years","115","3rd class","Number",""
"EDA42","Primary Pupils","2018","2018","012","12 years","116","4th class","Number","20"
"EDA42","Primary Pupils","2018","2018","012","12 years","117","5th class","Number","1060"
"EDA42","Primary Pupils","2018","2018","012","12 years","118","6th class","Number","39478"
"EDA42","Primary Pupils","2018","2018","012","12 years","121","Pupils with special needs in mainstream national schools","Number","312"
"EDA42","Primary Pupils","2018","2018","012","12 years","122","Pupils in special national schools","Number","586"
"EDA42","Primary Pupils","2018","2018","012","12 years","130","Pupils in private primary schools","Number","327"
"EDA42","Primary Pupils","2018","2018","013","13 years","1","All first level school programmes","Number","1992"
"EDA42","Primary Pupils","2018","2018","013","13 years","11","All mainstream national school programmes","Number","1241"
"EDA42","Primary Pupils","2018","2018","013","13 years","110","All first level education institutions aided by the Department of Education and Skills","Number","1984"
"EDA42","Primary Pupils","2018","2018","013","13 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2018","2018","013","13 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2018","2018","013","13 years","113","1st class","Number",""
"EDA42","Primary Pupils","2018","2018","013","13 years","114","2nd class","Number",""
"EDA42","Primary Pupils","2018","2018","013","13 years","115","3rd class","Number",""
"EDA42","Primary Pupils","2018","2018","013","13 years","116","4th class","Number",""
"EDA42","Primary Pupils","2018","2018","013","13 years","117","5th class","Number","17"
"EDA42","Primary Pupils","2018","2018","013","13 years","118","6th class","Number","1224"
"EDA42","Primary Pupils","2018","2018","013","13 years","121","Pupils with special needs in mainstream national schools","Number","93"
"EDA42","Primary Pupils","2018","2018","013","13 years","122","Pupils in special national schools","Number","650"
"EDA42","Primary Pupils","2018","2018","013","13 years","130","Pupils in private primary schools","Number","8"
"EDA42","Primary Pupils","2018","2018","237","4 years and under","1","All first level school programmes","Number","17142"
"EDA42","Primary Pupils","2018","2018","237","4 years and under","11","All mainstream national school programmes","Number","15642"
"EDA42","Primary Pupils","2018","2018","237","4 years and under","110","All first level education institutions aided by the Department of Education and Skills","Number","16528"
"EDA42","Primary Pupils","2018","2018","237","4 years and under","111","Junior infants","Number","15642"
"EDA42","Primary Pupils","2018","2018","237","4 years and under","112","Senior infants","Number",""
"EDA42","Primary Pupils","2018","2018","237","4 years and under","113","1st class","Number",""
"EDA42","Primary Pupils","2018","2018","237","4 years and under","114","2nd class","Number",""
"EDA42","Primary Pupils","2018","2018","237","4 years and under","115","3rd class","Number",""
"EDA42","Primary Pupils","2018","2018","237","4 years and under","116","4th class","Number",""
"EDA42","Primary Pupils","2018","2018","237","4 years and under","117","5th class","Number",""
"EDA42","Primary Pupils","2018","2018","237","4 years and under","118","6th class","Number",""
"EDA42","Primary Pupils","2018","2018","237","4 years and under","121","Pupils with special needs in mainstream national schools","Number","600"
"EDA42","Primary Pupils","2018","2018","237","4 years and under","122","Pupils in special national schools","Number","286"
"EDA42","Primary Pupils","2018","2018","237","4 years and under","130","Pupils in private primary schools","Number","614"
"EDA42","Primary Pupils","2018","2018","283","14 years and over","1","All first level school programmes","Number","3416"
"EDA42","Primary Pupils","2018","2018","283","14 years and over","11","All mainstream national school programmes","Number","21"
"EDA42","Primary Pupils","2018","2018","283","14 years and over","110","All first level education institutions aided by the Department of Education and Skills","Number","3416"
"EDA42","Primary Pupils","2018","2018","283","14 years and over","111","Junior infants","Number",""
"EDA42","Primary Pupils","2018","2018","283","14 years and over","112","Senior infants","Number",""
"EDA42","Primary Pupils","2018","2018","283","14 years and over","113","1st class","Number",""
"EDA42","Primary Pupils","2018","2018","283","14 years and over","114","2nd class","Number",""
"EDA42","Primary Pupils","2018","2018","283","14 years and over","115","3rd class","Number",""
"EDA42","Primary Pupils","2018","2018","283","14 years and over","116","4th class","Number",""
"EDA42","Primary Pupils","2018","2018","283","14 years and over","117","5th class","Number",""
"EDA42","Primary Pupils","2018","2018","283","14 years and over","118","6th class","Number","21"
"EDA42","Primary Pupils","2018","2018","283","14 years and over","121","Pupils with special needs in mainstream national schools","Number","9"
"EDA42","Primary Pupils","2018","2018","283","14 years and over","122","Pupils in special national schools","Number","3386"
"EDA42","Primary Pupils","2018","2018","283","14 years and over","130","Pupils in private primary schools","Number",""
"EDA42","Primary Pupils","2018","2018","-","All ages","1","All first level school programmes","Number","567614"
"EDA42","Primary Pupils","2018","2018","-","All ages","11","All mainstream national school programmes","Number","549679"
"EDA42","Primary Pupils","2018","2018","-","All ages","110","All first level education institutions aided by the Department of Education and Skills","Number","563459"
"EDA42","Primary Pupils","2018","2018","-","All ages","111","Junior infants","Number","67662"
"EDA42","Primary Pupils","2018","2018","-","All ages","112","Senior infants","Number","68415"
"EDA42","Primary Pupils","2018","2018","-","All ages","113","1st class","Number","71078"
"EDA42","Primary Pupils","2018","2018","-","All ages","114","2nd class","Number","70910"
"EDA42","Primary Pupils","2018","2018","-","All ages","115","3rd class","Number","71403"
"EDA42","Primary Pupils","2018","2018","-","All ages","116","4th class","Number","70058"
"EDA42","Primary Pupils","2018","2018","-","All ages","117","5th class","Number","67116"
"EDA42","Primary Pupils","2018","2018","-","All ages","118","6th class","Number","63037"
"EDA42","Primary Pupils","2018","2018","-","All ages","121","Pupils with special needs in mainstream national schools","Number","5572"
"EDA42","Primary Pupils","2018","2018","-","All ages","122","Pupils in special national schools","Number","8208"
"EDA42","Primary Pupils","2018","2018","-","All ages","130","Pupils in private primary schools","Number","4155"
"EDA42","Primary Pupils","2019","2019","005","5 years","1","All first level school programmes","Number","68388"
"EDA42","Primary Pupils","2019","2019","005","5 years","11","All mainstream national school programmes","Number","67013"
"EDA42","Primary Pupils","2019","2019","005","5 years","110","All first level education institutions aided by the Department of Education and Skills","Number","68072"
"EDA42","Primary Pupils","2019","2019","005","5 years","111","Junior infants","Number","51884"
"EDA42","Primary Pupils","2019","2019","005","5 years","112","Senior infants","Number","15129"
"EDA42","Primary Pupils","2019","2019","005","5 years","113","1st class","Number",""
"EDA42","Primary Pupils","2019","2019","005","5 years","114","2nd class","Number",""
"EDA42","Primary Pupils","2019","2019","005","5 years","115","3rd class","Number",""
"EDA42","Primary Pupils","2019","2019","005","5 years","116","4th class","Number",""
"EDA42","Primary Pupils","2019","2019","005","5 years","117","5th class","Number",""
"EDA42","Primary Pupils","2019","2019","005","5 years","118","6th class","Number",""
"EDA42","Primary Pupils","2019","2019","005","5 years","121","Pupils with special needs in mainstream national schools","Number","791"
"EDA42","Primary Pupils","2019","2019","005","5 years","122","Pupils in special national schools","Number","268"
"EDA42","Primary Pupils","2019","2019","005","5 years","130","Pupils in private primary schools","Number","316"
"EDA42","Primary Pupils","2019","2019","006","6 years","1","All first level school programmes","Number","71659"
"EDA42","Primary Pupils","2019","2019","006","6 years","11","All mainstream national school programmes","Number","70055"
"EDA42","Primary Pupils","2019","2019","006","6 years","110","All first level education institutions aided by the Department of Education and Skills","Number","71291"
"EDA42","Primary Pupils","2019","2019","006","6 years","111","Junior infants","Number","1177"
"EDA42","Primary Pupils","2019","2019","006","6 years","112","Senior infants","Number","51097"
"EDA42","Primary Pupils","2019","2019","006","6 years","113","1st class","Number","17781"
"EDA42","Primary Pupils","2019","2019","006","6 years","114","2nd class","Number",""
"EDA42","Primary Pupils","2019","2019","006","6 years","115","3rd class","Number",""
"EDA42","Primary Pupils","2019","2019","006","6 years","116","4th class","Number",""
"EDA42","Primary Pupils","2019","2019","006","6 years","117","5th class","Number",""
"EDA42","Primary Pupils","2019","2019","006","6 years","118","6th class","Number",""
"EDA42","Primary Pupils","2019","2019","006","6 years","121","Pupils with special needs in mainstream national schools","Number","904"
"EDA42","Primary Pupils","2019","2019","006","6 years","122","Pupils in special national schools","Number","332"
"EDA42","Primary Pupils","2019","2019","006","6 years","130","Pupils in private primary schools","Number","368"
"EDA42","Primary Pupils","2019","2019","007","7 years","1","All first level school programmes","Number","73356"
"EDA42","Primary Pupils","2019","2019","007","7 years","11","All mainstream national school programmes","Number","71680"
"EDA42","Primary Pupils","2019","2019","007","7 years","110","All first level education institutions aided by the Department of Education and Skills","Number","72947"
"EDA42","Primary Pupils","2019","2019","007","7 years","111","Junior infants","Number","9"
"EDA42","Primary Pupils","2019","2019","007","7 years","112","Senior infants","Number","1204"
"EDA42","Primary Pupils","2019","2019","007","7 years","113","1st class","Number","49354"
